id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_category
1817,1541,yes,1.5,yes,6,1,5,0.5,109,4,10,536,1656,1795,7,3,4,yes,1,yes,0
1818,837,no,2.4,Yes,1,0,51,0.2,104,5,15,638,1831,594,16,6,20,yes,0,yes,0
1819,935,yes,0.5,yes,3,1,58,0.1,155,5,12,639,1087,2473,10,4,9,Yes,0,yes,0
1820,665,Yes,0.7,No,0,1,31,0.1,185,5,2,496,1804,690,5,2,15,YES,0,no,0
1821,680,yes,2.4,no,13,1,34,0.4,157,2,17,686,1418,3845,15,1,4,yes,1,yes,1
1822,877,no,1.5,yes,0,1,17,0.1,195,7,0,1064,1985,2004,11,8,9,Yes,1,yes,0
1823,1493,no,1.5,yes,13,0,53,0.5,102,5,16,240,1414,2083,19,15,20,No,1,YES,0
1824,1762,no,0.6,no,3,1,26,0.1,83,6,14,525,704,2661,9,7,4,yes,1,no,0
1825,842,yes,1.8,yes,4,0,57,1,124,3,10,348,730,1903,8,4,14,no,1,no,0
1826,925,yes,2.1,no,9,0,56,0.2,196,1,14,1262,1520,2466,8,0,5,yes,0,no,0
1827,1692,no,2.1,NO,4,1,2,0.9,106,1,17,1899,1904,3779,9,3,7,yes,1,YES,1
1828,1576,yes,2.2,No,8,0,5,0.7,139,3,17,258,789,3904,5,1,7,yes,1,Yes,1
1829,1065,no,1.7,yes,4,1,48,0.3,162,6,8,1188,1948,265,8,0,12,yes,0,no,0
1830,958,has,1.6,Not,9,1,60,0.4,200,1,12,730,751,1417,10,4,19,has,0,has,0
1831,623,Yes,0.8,no,6,1,26,0.3,197,7,12,484,1238,1769,10,1,16,Yes,0,no,0
1832,897,no,1.4,yes,1,0,17,0.4,171,1,2,547,1852,2948,12,3,5,No,0,Yes,0
1833,1110,no,1.5,No,4,1,41,0.1,152,3,16,800,1455,2572,16,5,16,yes,0,yes,0
1834,616,yes,2.2,no,3,1,21,0.8,150,7,4,347,513,3267,17,9,19,yes,0,no,0
1835,1680,Yes,1.2,YES,6,1,37,0.7,168,4,7,679,1231,1459,15,3,2,Yes,1,no,0
1836,1715,no,1.3,no,0,1,12,0.3,94,8,6,1224,1676,1633,15,10,5,Yes,1,yes,0
1837,983,No,0.6,yes,0,1,45,0.1,130,4,11,948,1205,2052,5,3,6,yes,0,yes,0
1838,720,YES,0.9,yes,12,1,14,0.8,165,4,14,366,1234,1086,14,7,3,YES,1,no,0
1839,1660,no,0.6,no,2,1,24,0.8,169,2,3,223,1777,2402,12,10,14,yes,1,yes,0
1840,1564,no,1.5,yes,1,0,42,0.7,108,2,2,1619,1962,3376,7,0,7,no,1,No,1
1841,592,no,0.8,yes,1,0,52,0.9,103,7,10,332,970,1507,5,0,4,NO,0,yes,0
1842,969,no,1.8,YES,2,1,44,0.6,158,3,7,167,909,641,9,1,8,YES,0,YES,0
1843,1356,Has,0.5,yes,0,0,35,0.8,131,1,19,782,951,3451,5,2,17,YES,1,yes,1
1844,504,yes,1,no,8,0,14,0.5,189,7,9,881,1129,1607,15,0,10,yes,1,yes,0
1845,1546,yes,0.5,Yes,3,1,6,0.2,101,1,4,91,1317,3521,15,11,9,yes,0,no,1
1846,689,No,2.9,Yes,3,1,7,0.8,147,2,6,487,722,1241,9,0,16,YES,0,no,0
1847,1685,No,0.6,No,14,0,16,0.6,137,7,15,120,1429,881,6,3,17,No,1,yes,0
1848,1792,Yes,1,no,3,1,62,0.3,170,7,8,1626,1913,2563,18,14,15,yes,0,yes,1
1849,1786,no,1.2,no,11,0,61,0.1,123,3,14,74,865,3033,14,11,17,no,1,no,1
1850,1944,No,0.6,Yes,9,1,59,0.2,132,7,10,634,1079,769,19,13,3,yes,0,YES,0
1851,1077,yes,2.5,no,13,1,49,0.6,131,4,14,334,1079,3454,17,11,2,yes,0,yes,1
1852,648,yes,1.8,no,1,1,60,0.1,195,4,4,931,1811,819,10,3,4,yes,0,no,0
1853,1702,has,0.5,has,8,0,2,0.6,185,6,19,921,1351,435,12,9,3,no,1,yes,0
1854,1571,No,2.9,no,1,0,30,0.9,150,7,3,805,956,586,10,9,4,NO,1,Has,0
1855,856,yes,1.1,yes,14,1,19,0.7,125,6,19,1057,1931,650,17,0,10,yes,0,yes,0
1856,1786,no,2.6,NO,6,0,14,1,115,4,15,616,912,3038,18,0,14,yes,0,Not,1
1857,914,Yes,0.7,no,1,1,60,0.9,198,5,4,740,840,3736,14,8,5,yes,0,not,1
1858,1615,Yes,2.8,no,3,0,9,0.9,117,1,13,542,678,2948,8,3,3,Has,1,no,0
1859,649,yes,1.4,no,4,1,19,0.8,190,7,12,344,1551,739,18,1,2,yes,1,No,0
1860,1646,no,2.5,NO,3,1,25,0.6,200,2,5,211,1608,686,8,6,11,yes,1,No,0
1861,1189,yes,1.9,no,5,0,7,0.5,164,2,20,79,615,841,13,10,11,no,1,no,0
1862,1043,No,2.7,no,3,0,29,0.2,83,8,17,887,893,1183,5,3,8,yes,0,No,0
1863,1920,no,0.6,yes,3,1,19,0.5,131,3,8,670,1152,3943,13,0,4,Yes,1,no,1
1864,1220,Yes,2.8,no,1,0,54,0.7,109,7,20,383,1249,1037,6,4,15,Yes,0,No,0
1865,1748,yes,0.5,yes,11,1,53,0.5,114,4,20,718,1109,2633,16,0,9,yes,0,no,0
1866,907,yes,2.6,Yes,7,0,44,0.2,160,3,12,144,896,3911,13,6,8,no,0,no,1
1867,1193,has,2.3,NO,7,0,20,1,158,7,13,1442,1904,1958,7,5,2,yes,0,NO,0
1868,1766,YES,0.5,Yes,1,1,22,0.8,122,8,4,291,1318,3297,7,5,16,yes,0,no,1
1869,1278,yes,1,no,7,1,24,0.8,170,3,16,1352,1775,3141,6,2,11,yes,1,yes,1
1870,1234,No,1.7,yes,8,0,17,0.9,174,6,15,209,725,3351,12,9,19,no,0,YES,0
1871,1961,yes,1.5,no,10,0,55,0.5,100,7,20,861,1888,2355,14,7,6,Yes,1,Has,1
1872,1745,no,2.9,no,0,1,3,0.9,105,3,0,426,1629,1308,5,0,2,yes,1,no,0
1873,1442,NO,0.6,Has,1,0,27,0.4,127,5,8,266,642,991,14,8,7,YES,0,no,0
1874,1083,Yes,2.9,yes,1,1,39,1,173,8,2,523,542,3248,8,6,6,Yes,0,has,0
1875,868,yes,0.9,No,5,0,5,0.4,137,4,7,40,1311,1519,13,0,2,no,0,yes,0
1876,864,no,1.6,yes,0,1,53,0.3,88,6,1,262,1436,493,18,9,10,has,1,no,0
1877,1142,Yes,1.2,Not,0,0,2,0.6,114,6,0,623,769,1747,7,0,14,no,1,no,0
1878,608,yes,0.5,YES,0,0,64,0.9,94,4,0,4,1351,2517,16,8,7,Yes,1,Yes,0
1879,983,no,1.8,no,0,1,53,0.9,187,1,4,1001,1176,1389,17,8,8,yes,1,Yes,0
1880,1720,no,1.6,No,18,1,2,0.8,188,5,20,334,896,2522,10,5,2,yes,0,yes,0
1881,1802,Yes,1.2,yes,8,0,27,0.5,116,5,16,453,963,1885,10,9,7,yes,1,No,0
1882,591,Not,2.1,Yes,18,1,16,0.5,196,7,20,952,1726,704,14,5,4,yes,1,Yes,0
1883,1205,yes,2.7,no,5,0,10,0.1,163,6,10,321,1870,953,18,11,20,No,1,yes,0
1884,1369,yes,1.7,Yes,3,0,28,0.6,108,1,18,1451,1469,3206,16,15,4,no,0,no,1
1885,713,no,0.9,has,0,0,42,0.1,94,1,14,1048,1123,928,12,10,9,no,0,yes,0
1886,1082,no,2.3,yes,11,0,2,1,101,4,20,398,724,2177,12,2,17,No,1,no,0
1887,1719,yes,2.1,yes,0,0,52,0.1,187,3,1,417,520,2610,10,1,11,yes,1,yes,0
1888,1544,No,2.4,No,18,1,12,0.1,186,7,20,470,844,489,9,4,2,yes,0,Yes,0
1889,1090,yes,2.3,no,1,1,8,0.6,128,8,8,1217,1670,3839,17,3,11,yes,0,yes,1
1890,1991,No,2.8,no,3,1,15,0.1,181,1,13,298,1037,1861,8,5,17,yes,1,yes,0
1891,1367,no,2.9,no,4,0,56,0.8,176,2,6,36,642,299,6,2,10,no,1,no,0
1892,1179,has,0.5,no,7,1,32,0.3,182,2,12,85,1451,340,16,5,16,yes,0,no,0
1893,721,YES,2.7,Yes,1,1,15,0.2,102,5,18,655,1255,3606,10,0,5,yes,1,yes,1
1894,1549,yes,1.8,yes,0,0,62,0.7,91,4,4,167,990,799,7,3,9,yes,0,Has,0
1895,1349,yes,2.1,Yes,3,0,46,0.9,134,6,12,212,623,2367,11,7,10,yes,0,YES,0
1896,1799,no,1,no,1,1,30,0.6,123,3,9,617,1386,445,10,8,10,yes,1,No,0
1897,1075,NO,0.5,yes,2,0,11,0.2,122,1,16,271,1769,3927,8,3,7,yes,0,no,1
1898,684,yes,0.9,YES,3,1,63,1,157,5,9,159,1738,3756,17,5,12,Yes,1,yes,1
1899,1837,no,0.5,NO,9,0,36,0.9,162,4,20,786,872,770,14,1,15,Not,0,yes,0
1900,1619,yes,1.9,no,2,1,21,0.4,138,1,9,46,562,1641,7,2,13,yes,0,no,0
1901,965,yes,1.4,Not,1,0,13,0.9,197,8,2,645,1275,2343,17,12,15,yes,0,no,0
1902,730,no,1.5,no,9,0,9,0.7,122,4,15,1371,1677,2787,10,8,7,yes,0,yes,0
1903,1361,yes,1.4,NO,1,0,47,1,169,5,2,881,1382,2495,8,7,16,no,0,yes,0
1904,1494,No,1.6,No,3,1,45,0.8,158,5,4,449,790,3208,11,9,4,yes,0,no,1
1905,1027,YES,0.8,no,7,0,18,1,146,7,11,338,534,1234,7,4,14,YES,0,yes,0
1906,1807,No,0.8,has,0,1,38,0.2,97,8,0,1332,1814,1069,7,6,7,YES,0,no,0
1907,709,no,2.4,yes,1,0,11,0.1,130,5,11,119,1531,3568,16,14,3,no,0,yes,1
1908,689,no,1.4,no,2,0,45,0.5,103,5,11,256,823,3585,10,1,10,yes,0,no,1
1909,955,yes,0.5,no,2,0,2,0.6,155,4,10,428,1254,1974,14,1,18,yes,1,no,0
1910,1872,yes,1.9,no,5,0,35,0.6,111,3,14,1546,1879,2419,15,5,19,no,0,No,1
1911,1259,no,1.2,yes,0,0,13,0.5,97,2,0,1210,1989,340,17,13,4,yes,0,yes,0
1912,695,No,1.2,No,1,1,41,0.4,169,8,8,789,1211,2282,5,2,17,YES,1,No,0
1913,1969,no,1.2,yes,9,0,63,0.2,132,4,11,390,756,298,10,1,10,yes,1,no,0
1914,759,no,2.5,no,3,1,39,0.3,162,2,8,110,1317,968,6,2,2,Yes,0,no,0
1915,936,not,1,no,1,0,18,0.2,153,3,18,1330,1686,2391,12,6,3,Yes,1,yes,0
1916,1176,yes,2.1,No,2,1,62,0.5,168,2,10,674,1455,1534,6,2,17,yes,0,No,0
1917,1802,no,2.7,yes,0,1,10,0.6,101,7,9,253,590,696,14,7,3,yes,1,no,0
1918,772,no,1,yes,0,1,23,0.6,97,7,11,317,1805,2782,7,0,17,yes,0,no,0
1919,1318,Yes,2.4,no,1,1,45,0.1,136,2,7,183,661,755,18,3,9,yes,0,Yes,0
1920,591,yes,0.5,yes,1,1,16,0.9,90,6,17,892,1603,3746,5,0,5,yes,1,no,1
1921,569,has,2.5,Yes,0,0,41,0.3,124,1,1,388,605,2651,17,7,4,Not,0,no,0
1922,764,no,1,Yes,9,1,45,0.5,124,8,11,52,539,1341,19,1,12,Yes,0,no,0
1923,1056,yes,2.1,yes,8,1,37,0.7,101,3,11,914,979,2651,15,5,3,Yes,1,yes,0
1924,1982,Yes,1.6,NO,2,1,12,0.2,80,5,20,287,593,1824,13,3,14,Yes,1,yes,0
1925,1830,yes,0.5,no,5,0,14,0.8,160,6,6,773,1353,1905,16,3,19,yes,1,yes,0
1926,1122,no,0.5,no,0,1,40,0.3,156,7,14,675,1163,1456,9,3,20,yes,1,no,0
1927,1023,yes,0.7,no,2,1,63,0.7,153,7,8,367,1985,3155,11,10,7,yes,1,YES,1
1928,1283,yes,2.4,Yes,8,1,33,1,93,3,15,510,980,773,17,7,2,Yes,1,Not,0
1929,1602,NO,1.6,yes,0,1,35,0.1,99,7,7,1325,1800,1829,18,17,13,yes,0,no,0
1930,732,yes,1.3,no,5,1,32,0.4,163,8,7,1661,1836,3883,12,2,5,yes,0,Has,1
1931,1854,no,0.9,has,0,1,33,0.4,195,1,0,665,718,1675,14,12,9,Yes,0,yes,0
1932,718,yes,1.6,has,1,1,30,0.4,93,3,12,662,997,1601,10,9,12,Has,1,yes,0
1933,897,yes,2,no,3,1,2,0.6,154,8,10,0,994,1958,7,5,7,Yes,1,no,0
1934,1405,no,1.7,no,0,0,8,0.3,107,4,7,284,1036,2376,19,6,11,not,1,no,0
1935,798,not,0.6,yes,6,1,21,0.5,110,2,12,661,1951,1647,12,2,3,yes,0,not,0
1936,1035,has,2.7,not,1,0,40,0.2,157,5,15,757,1912,3548,14,4,5,no,1,Yes,1
1937,1396,Yes,0.6,no,0,0,37,0.7,134,4,15,560,1177,2694,18,3,19,no,0,yes,0
1938,1749,yes,0.5,yes,7,1,49,0.8,178,1,8,470,775,2195,5,4,4,yes,0,yes,0
1939,1588,Yes,2.5,no,12,1,4,0.3,148,5,20,146,822,2506,5,3,11,yes,0,no,0
1940,1600,not,0.5,NO,1,1,16,0.3,94,4,16,1315,1710,2073,9,5,4,Yes,1,No,0
1941,1522,no,2.2,No,4,0,21,0.7,162,6,11,533,1696,3767,15,9,16,no,0,yes,1
1942,1279,yes,2.5,no,5,1,7,0.5,105,6,6,560,1633,1150,7,2,7,yes,0,No,0
1943,719,no,2.9,no,7,0,6,0.7,102,6,8,405,1141,841,9,1,2,yes,0,no,0
1944,544,Has,0.5,Has,2,1,7,0.2,129,5,15,227,610,1675,13,4,17,has,1,no,0
1945,1007,yes,2.9,Has,5,1,21,0.8,185,8,12,479,831,1301,8,6,12,yes,1,NO,0
1946,590,yes,1.2,yes,0,0,32,0.4,141,6,1,227,509,1817,10,0,6,NO,1,no,0
1947,1788,no,0.5,no,0,1,6,0.2,141,6,16,149,1022,2321,7,5,20,Yes,1,no,0
1948,748,no,1.4,no,0,0,25,1,110,7,14,88,709,1974,17,5,13,No,1,yes,0
1949,757,yes,0.9,YES,4,0,64,0.5,157,7,5,114,819,3433,6,5,10,yes,1,NO,0
1950,1561,yes,1.6,yes,1,1,27,0.8,174,3,10,662,874,1205,12,7,3,Yes,1,no,0
1951,1327,no,2.8,No,10,0,23,0.5,89,7,16,441,1721,872,7,5,4,yes,1,YES,0
1952,797,Yes,1.5,yes,4,0,18,0.6,81,8,20,888,1466,2052,9,3,14,yes,1,yes,0
1953,727,Yes,2.5,yes,0,1,64,0.2,193,1,9,664,711,3654,9,1,16,has,1,no,1
1954,686,Yes,2.7,yes,0,0,36,0.1,194,4,1,64,745,1503,10,0,13,no,0,No,0
1955,1515,yes,2.1,YES,4,1,24,0.9,176,5,6,747,1247,3104,6,5,20,Has,0,No,1
1956,555,yes,0.5,yes,2,0,17,0.2,163,5,12,956,1010,343,19,14,3,no,1,yes,0
1957,1589,no,0.6,no,0,0,5,0.8,112,5,2,776,1397,3430,7,5,19,Yes,1,Yes,1
1958,1976,Yes,2.6,yes,6,0,45,1,136,4,19,652,1933,2470,11,1,3,no,0,NO,1
1959,1884,no,1,yes,3,0,24,0.5,149,6,4,1168,1179,1396,15,8,9,yes,1,yes,0
1960,1063,no,2,NO,0,0,27,0.2,86,6,7,201,582,2668,12,5,19,no,0,no,0
1961,672,yes,0.6,yes,13,0,61,0.1,194,5,20,724,1127,1457,14,10,20,Yes,0,YES,0
1962,635,yes,0.5,not,9,0,16,1,110,7,17,599,1299,2452,19,17,8,Yes,0,Not,0
1963,1906,YES,1.9,Yes,3,0,55,0.2,113,3,4,3,629,1871,13,5,4,yes,0,Yes,0
1964,1753,not,0.7,No,4,0,40,0.6,191,4,11,1652,1983,1112,8,2,15,Yes,1,yes,0
1965,659,NO,1.4,Yes,2,1,3,0.1,85,8,6,190,657,967,10,1,14,YES,0,YES,0
1966,1583,no,1.2,YES,0,0,14,0.2,148,2,4,1171,1673,2498,13,6,8,no,0,yes,0
1967,1783,no,2.9,yes,2,0,42,0.7,104,6,8,1081,1979,387,14,5,3,Not,1,no,0
1968,1667,no,1,Yes,0,1,21,0.9,138,2,0,1211,1396,635,17,7,15,YES,0,no,0
1969,640,No,1.3,yes,5,1,6,0.6,143,8,20,976,1353,2711,15,7,8,yes,1,not,0
1970,1913,yes,1.8,No,0,0,29,0.6,111,5,4,675,742,2023,17,13,8,yes,1,no,0
1971,538,no,1.1,yes,0,1,25,0.3,163,7,7,455,537,2215,9,3,17,yes,1,yes,0
1972,1191,no,0.8,no,6,1,46,0.8,89,6,9,42,807,824,19,18,7,YES,0,no,0
1973,816,no,3,Yes,2,0,9,0.1,117,1,3,1196,1651,3851,10,3,14,has,0,yes,1
1974,915,yes,0.5,Yes,9,1,33,0.3,199,2,16,503,986,2156,7,3,13,Yes,1,no,0
1975,1157,yes,0.8,no,7,0,27,0.1,88,8,8,1694,1798,2885,8,4,2,Yes,0,Has,1
1976,1201,yes,0.5,Not,2,0,10,1,99,7,7,306,558,495,15,6,14,YES,1,Has,0
1977,1379,no,1.1,Yes,1,1,18,0.2,129,2,16,838,885,2358,10,5,15,yes,1,no,0
1978,1483,Has,2.2,no,3,1,53,0.7,169,5,11,291,651,1744,6,3,10,Yes,0,No,0
1979,1614,no,1.2,no,1,1,9,0.1,161,3,2,173,1219,1832,15,8,11,yes,0,No,0
1980,930,yes,1,yes,4,1,4,0.9,144,8,10,1017,1289,2016,13,10,16,Yes,1,Yes,0
1981,1454,No,2.6,no,8,0,6,0.4,199,3,20,698,1018,1300,10,0,2,No,0,YES,0
1982,1784,No,1.6,no,4,0,41,0.4,164,6,20,610,1437,2313,14,1,11,NO,1,No,0
1983,1262,not,1.8,yes,12,0,34,0.1,149,5,16,223,737,3248,13,3,4,no,1,yes,0
1984,797,no,2.2,yes,0,0,37,0.9,144,7,2,206,1167,2216,9,5,6,Yes,0,No,0
1985,1829,Yes,2.1,no,8,0,59,0.1,91,5,15,1457,1919,3142,16,6,5,yes,1,yes,1
1986,1139,Yes,0.9,Yes,6,1,58,0.5,161,2,11,742,999,1850,9,4,8,yes,0,no,0
1987,618,yes,1,no,9,1,13,0.1,80,4,15,591,724,1424,15,12,7,yes,1,not,0
1988,1547,yes,2.9,no,2,0,57,0.4,114,1,3,347,957,1620,9,2,19,no,1,yes,0
1989,586,NO,2.8,no,2,0,15,0.2,83,3,11,241,854,2592,12,8,3,no,0,no,0
1990,1617,yes,2.4,no,8,1,36,0.8,85,1,9,743,1426,296,5,3,7,YES,0,No,0
1991,1882,no,2,no,11,1,44,0.8,113,8,19,4,743,3579,19,8,20,yes,1,no,1
1992,674,has,2.9,yes,1,0,21,0.2,198,3,4,576,1809,1180,6,3,4,yes,1,yes,0
1993,1467,yes,0.5,no,0,0,18,0.6,122,5,0,888,1099,3962,15,11,5,yes,1,Yes,1
1994,858,no,2.2,no,1,0,50,0.1,84,1,2,528,1416,3978,17,16,3,yes,1,no,1
1995,794,yes,0.5,yes,0,1,2,0.8,106,6,14,1222,1890,668,13,4,19,yes,1,No,0
1996,1965,yes,2.6,yes,0,0,39,0.2,187,4,3,915,1965,2032,11,10,16,has,1,yes,0
1997,1911,no,0.9,yes,1,1,36,0.7,108,8,3,868,1632,3057,9,1,5,yes,1,no,1
1998,1512,no,0.9,not,4,1,46,0.1,145,5,5,336,670,869,18,10,19,Yes,1,yes,0
1999,510,Yes,2,yes,5,1,45,0.9,168,6,16,483,754,3919,19,4,2,yes,1,yes,1
